"genus" "family" "order"
"Andryala_ragusina" "Andryala" "Asteraceae" "Asterales"
"Aneilema_acuminatum" "Aneilema" "Commelinaceae" "Commelinales"
"Anemarrhena_asphodeloides" "Anemarrhena" "Asparagaceae" "Asparagales"
"Anemocarpa_saxatilis" "Anemocarpa" "Asteraceae" "Asterales"
"Anemone" "Anemone" "" NA
"Anemone_alpina" "Anemone" "Ranunculaceae" "Ranunculales"
"Anemone_baldensis" "Anemone" "Ranunculaceae" "Ranunculales"
"Anemone_berlandieri" "Anemone" "Ranunculaceae" "Ranunculales"
"Anemone_canadensis" "Anemone" "Ranunculaceae" "Ranunculales"
"Anemone_cathayensis" "Anemone" "Ranunculaceae" "Ranunculales"
"Anemone_chinensis" "Anemone" "Ranunculaceae" "Ranunculales"
"Anemone_coronaria" "Anemone" "Ranunculaceae" "Ranunculales"
"Anemone_cylindrica" "Anemone" "Ranunculaceae" "Ranunculales"
"Anemone_decapetala" "Anemone" "Ranunculaceae" "Ranunculales"
"Anemone_deltoidea" "Anemone" "Ranunculaceae" "Ranunculales"
"Anemone_dichotoma" "Anemone" "Ranunculaceae" "Ranunculales"
"Anemone_drummondii" "Anemone" "Ranunculaceae" "Ranunculales"
"Anemone_halleri" "Anemone" "Ranunculaceae" "Ranunculales"
"Anemone_hepatica" "Anemone" "Ranunculaceae" "Ranunculales"
"Anemone_hortensis" "Anemone" "Ranunculaceae" "Ranunculales"
"Anemone_hupehensis" "Anemone" "Ranunculaceae" "Ranunculales"
"Anemone_montana" "Anemone" "Ranunculaceae" "Ranunculales"
"Anemone_multifida" "Anemone" "Ranunculaceae" "Ranunculales"
"Anemone_narcissiflora" "Anemone" "Ranunculaceae" "Ranunculales"
"Anemone_nemorosa" "Anemone" "Ranunculaceae" "Ranunculales"
"Anemone_obtusiloba" "Anemone" "Ranunculaceae" "Ranunculales"
"Anemone_occidentalis" "Anemone" "Ranunculaceae" "Ranunculales"
"Anemone_parviflora" "Anemone" "Ranunculaceae" "Ranunculales"
"Anemone_patens" "Anemone" "Ranunculaceae" "Ranunculales"
"Anemone_pavoniana" "Anemone" "Ranunculaceae" "Ranunculales"
"Anemone_pratensis" "Anemone" "Ranunculaceae" "Ranunculales"
"Anemone_pulsatilla" "Anemone" "Ranunculaceae" "Ranunculales"
"Anemone_quinquefolia" "Anemone" "Ranunculaceae" "Ranunculales"
"Anemone_ranunculoides" "Anemone" "Ranunculaceae" "Ranunculales"
"Anemone_rivularis" "Anemone" "Ranunculaceae" "Ranunculales"
"Anemone_rupicola" "Anemone" "Ranunculaceae" "Ranunculales"
"Anemone_sylvestris" "Anemone" "Ranunculaceae" "Ranunculales"
"Anemone_trifolia" "Anemone" "Ranunculaceae" "Ranunculales"
"Anemone_trullifolia" "Anemone" "Ranunculaceae" "Ranunculales"
"Anemone_vernalis" "Anemone" "Ranunculaceae" "Ranunculales"
"Anemone_vesicatoria" "Anemone" "Ranunculaceae" "Ranunculales"
"Anemone_virginiana" "Anemone" "Ranunculaceae" "Ranunculales"
"Anemone_vitifolia" "Anemone" "Ranunculaceae" "Ranunculales"
"Anemonella_thalictroides" "Anemonella" "Ranunculaceae" "Ranunculales"
"Anemopaegma_chrysanthum" "Anemopaegma" "Bignoniaceae" "Lamiales"
"Anemopaegma_chrysoleucum" "Anemopaegma" "Bignoniaceae" "Lamiales"
"Anemopaegma_orbiculatum" "Anemopaegma" "Bignoniaceae" "Lamiales"
"Anemopaegma_santaritense" "Anemopaegma" "Bignoniaceae" "Lamiales"
"Anemopsis_californica" "Anemopsis" "Saururaceae" "Piperales"
"Anethum_graveolens" "Anethum" "Apiaceae" "Apiales"
"Anetium_citrifolium" "Anetium" "Pteridaceae" "Polypodiales"
"Angelica_ampla" "Angelica" "Apiaceae" "Apiales"
"Angelica_amurensis" "Angelica" "Apiaceae" "Apiales"
"Angelica_archangelica" "Angelica" "Apiaceae" "Apiales"
"Angelica_arguta" "Angelica" "Apiaceae" "Apiales"
"Angelica_atropurpurea" "Angelica" "Apiaceae" "Apiales"
"Angelica_breweri" "Angelica" "Apiaceae" "Apiales"
"Angelica_cartilaginomarginata" "Angelica" "Apiaceae" "Apiales"
"Angelica_glauca" "Angelica" "Apiaceae" "Apiales"
"Angelica_gmelinii" "Angelica" "Apiaceae" "Apiales"
"Angelica_grayi" "Angelica" "Apiaceae" "Apiales"
"Angelica_hendersonii" "Angelica" "Apiaceae" "Apiales"
"Angelica_kingii" "Angelica" "Apiaceae" "Apiales"
"Angelica_lucida" "Angelica" "Apiaceae" "Apiales"
"Angelica_pachycarpa" "Angelica" "Apiaceae" "Apiales"
"Angelica_palustris" "Angelica" "Apiaceae" "Apiales"
"Angelica_pubescens" "Angelica" "Apiaceae" "Apiales"
"Angelica_sylvestris" "Angelica" "Apiaceae" "Apiales"
"Angelica_tomentosa" "Angelica" "Apiaceae" "Apiales"
"Angianthus_preissianus" "Angianthus" "Asteraceae" "Asterales"
"Angianthus_tomentosus" "Angianthus" "Asteraceae" "Asterales"
"Angiopteris_fokiensis" "Angiopteris" "Marattiaceae" "Marattiales"
"Angiopteris_hokouensis" "Angiopteris" "Marattiaceae" "Marattiales"
"Angiopteris_yunnanensis" "Angiopteris" "Marattiaceae" "Marattiales"
"Angophora_bakeri" "Angophora" "Myrtaceae" "Myrtales"
"Angophora_costata" "Angophora" "Myrtaceae" "Myrtales"
"Angophora_euryphylla" "Angophora" "Myrtaceae" "Myrtales"
"Angophora_floribunda" "Angophora" "Myrtaceae" "Myrtales"
"Angophora_hispida" "Angophora" "Myrtaceae" "Myrtales"
"Angophora_leiocarpa" "Angophora" "Myrtaceae" "Myrtales"
"Angophora_melanoxylon" "Angophora" "Myrtaceae" "Myrtales"
"Angophora_subvelutina" "Angophora" "Myrtaceae" "Myrtales"
"Angophora_woodsiana" "Angophora" "Myrtaceae" "Myrtales"
"Anguloa_ruckeri" "Anguloa" "Orchidaceae" "Asparagales"
"Angylocalyx_pynaertii" "Angylocalyx" "Fabaceae" "Fabales"
"Aniba_affinis" "Aniba" "Lauraceae" "Laurales"
"Aniba_bracteata" "Aniba" "Lauraceae" "Laurales"
"Aniba_burchellii" "Aniba" "Lauraceae" "Laurales"
"Aniba_cylindriflora" "Aniba" "Lauraceae" "Laurales"
"Aniba_excelsa" "Aniba" "Lauraceae" "Laurales"
"Aniba_ferrea" "Aniba" "Lauraceae" "Laurales"
"Aniba_firmula" "Aniba" "Lauraceae" "Laurales"
"Aniba_guianensis" "Aniba" "Lauraceae" "Laurales"
"Aniba_hostmanniana" "Aniba" "Lauraceae" "Laurales"
"Aniba_hypoglauca" "Aniba" "Lauraceae" "Laurales"
"Aniba_jenmanii" "Aniba" "Lauraceae" "Laurales"
"Aniba_kappleri" "Aniba" "Lauraceae" "Laurales"
"Aniba_panurensis" "Aniba" "Lauraceae" "Laurales"
"Aniba_parviflora" "Aniba" "Lauraceae" "Laurales"
"Aniba_perutilis" "Aniba" "Lauraceae" "Laurales"
"Aniba_puchury-minor" "Aniba" "Lauraceae" "Laurales"
"Aniba_riparia" "Aniba" "Lauraceae" "Laurales"
"Aniba_rosaeodora" "Aniba" "Lauraceae" "Laurales"
"Aniba_taubertiana" "Aniba" "Lauraceae" "Laurales"
"Aniba_terminalis" "Aniba" "Lauraceae" "Laurales"
"Aniba_williamsii" "Aniba" "Lauraceae" "Laurales"
"Anigozanthos_bicolor" "Anigozanthos" "Haemodoraceae" "Commelinales"
"Anigozanthos_flavidus" "Anigozanthos" "Haemodoraceae" "Commelinales"
"Anigozanthos_humilis" "Anigozanthos" "Haemodoraceae" "Commelinales"
"Anigozanthos_manglesii" "Anigozanthos" "Haemodoraceae" "Commelinales"
"Anigozanthos_pulcherrimus" "Anigozanthos" "Haemodoraceae" "Commelinales"
"Anigozanthos_rufus" "Anigozanthos" "Haemodoraceae" "Commelinales"
"Anigozanthos_viridis" "Anigozanthos" "Haemodoraceae" "Commelinales"
"Anisacanthus_quadrifidus" "Anisacanthus" "Acanthaceae" "Lamiales"
"Anisacanthus_thurberi" "Anisacanthus" "Acanthaceae" "Lamiales"
"Aniseia_martinicensis" "Aniseia" "Convolvulaceae" "Solanales"
"Anisocapparis_speciosa" "Anisocapparis" "Capparaceae" "Brassicales"
"Anisocarpus_madioides" "Anisocarpus" "Asteraceae" "Asterales"
"Anisocoma_acaulis" "Anisocoma" "Asteraceae" "Asterales"
"Anisodontea_scabrosa" "Anisodontea" "Malvaceae" "Malvales"
"Anisomeles_indica" "Anisomeles" "Lamiaceae" "Lamiales"
"Anisopappus_kirkii" "Anisopappus" "Asteraceae" "Asterales"
"Anisopappus_pinnatifidus" "Anisopappus" "Asteraceae" "Asterales"
"Anisopappus_smutsii" "Anisopappus" "Asteraceae" "Asterales"
"Anisophyllea_apetala" "Anisophyllea" "Anisophylleaceae" "Cucurbitales"
"Anisophyllea_beccariana" "Anisophyllea" "Anisophylleaceae" "Cucurbitales"
"Anisophyllea_boehmii" "Anisophyllea" "Anisophylleaceae" "Cucurbitales"
"Anisophyllea_disticha" "Anisophyllea" "Anisophylleaceae" "Cucurbitales"
"Anisophyllea_grandis" "Anisophyllea" "Anisophylleaceae" "Cucurbitales"
"Anisophyllea_laurina" "Anisophyllea" "Anisophylleaceae" "Cucurbitales"
"Anisophyllea_manausensis" "Anisophyllea" "Anisophylleaceae" "Cucurbitales"
"Anisophyllea_obtusifolia" "Anisophyllea" "Anisophylleaceae" "Cucurbitales"
"Anisopogon_avenaceus" "Anisopogon" "Poaceae" "Poales"
"Anisoptera_aurea" "Anisoptera" "Dipterocarpaceae" "Malvales"
"Anisoptera_costata" "Anisoptera" "Dipterocarpaceae" "Malvales"
"Anisoptera_curtisii" "Anisoptera" "Dipterocarpaceae" "Malvales"
"Anisoptera_grossivenia" "Anisoptera" "Dipterocarpaceae" "Malvales"
"Anisoptera_laevis" "Anisoptera" "Dipterocarpaceae" "Malvales"
"Anisoptera_marginata" "Anisoptera" "Dipterocarpaceae" "Malvales"
"Anisoptera_megistocarpa" "Anisoptera" "Dipterocarpaceae" "Malvales"
"Anisoptera_scaphula" "Anisoptera" "Dipterocarpaceae" "Malvales"
"Anisoptera_thurifera" "Anisoptera" "Dipterocarpaceae" "Malvales"
"Anisosciadium_lanatum" "Anisosciadium" "Apiaceae" "Apiales"
"Anisosciadium_orientale" "Anisosciadium" "Apiaceae" "Apiales"
"Anisotes_sessiliflorus" "Anisotes" "Acanthaceae" "Lamiales"
"Anisotome_aromatica" "Anisotome" "Apiaceae" "Apiales"
"Ankyropetalum_gypsophiloides" "Ankyropetalum" "Caryophyllaceae" "Caryophyllales"
"Anneslea_fragrans" "Anneslea" "Pentaphylacaceae" "Ericales"
"Annickia_chlorantha" "Annickia" "Annonaceae" "Magnoliales"
"Annickia_polycarpa" "Annickia" "Annonaceae" "Magnoliales"
"Annona_acuminata" "Annona" "Annonaceae" "Magnoliales"
"Annona_amazonica" "Annona" "Annonaceae" "Magnoliales"
"Annona_ambotay" "Annona" "Annonaceae" "Magnoliales"
"Annona_annonoides" "Annona" "Annonaceae" "Magnoliales"
"Annona_cacans" "Annona" "Annonaceae" "Magnoliales"
"Annona_cherimola" "Annona" "Annonaceae" "Magnoliales"
"Annona_coriacea" "Annona" "Annonaceae" "Magnoliales"
"Annona_crassiflora" "Annona" "Annonaceae" "Magnoliales"
"Annona_deminuta" "Annona" "Annonaceae" "Magnoliales"
"Annona_duckei" "Annona" "Annonaceae" "Magnoliales"
"Annona_emarginata" "Annona" "Annonaceae" "Magnoliales"
"Annona_foetida" "Annona" "Annonaceae" "Magnoliales"
"Annona_glabra" "Annona" "Annonaceae" "Magnoliales"
"Annona_hayesii" "Annona" "Annonaceae" "Magnoliales"
"Annona_hypoglauca" "Annona" "Annonaceae" "Magnoliales"
"Annona_impressivenia" "Annona" "Annonaceae" "Magnoliales"
"Annona_jahnii" "Annona" "Annonaceae" "Magnoliales"
"Annona_montana" "Annona" "Annonaceae" "Magnoliales"
"Annona_muricata" "Annona" "Annonaceae" "Magnoliales"
"Annona_neglecta" "Annona" "Annonaceae" "Magnoliales"
"Annona_neosalicifolia" "Annona" "Annonaceae" "Magnoliales"
"Annona_neosericea" "Annona" "Annonaceae" "Magnoliales"
"Annona_papilionella" "Annona" "Annonaceae" "Magnoliales"
"Annona_poeppigii" "Annona" "Annonaceae" "Magnoliales"
"Annona_prevostiae" "Annona" "Annonaceae" "Magnoliales"
"Annona_purpurea" "Annona" "Annonaceae" "Magnoliales"
"Annona_reticulata" "Annona" "Annonaceae" "Magnoliales"
"Annona_rugulosa" "Annona" "Annonaceae" "Magnoliales"
"Annona_senegalensis" "Annona" "Annonaceae" "Magnoliales"
"Annona_spraguei" "Annona" "Annonaceae" "Magnoliales"
"Annona_squamosa" "Annona" "Annonaceae" "Magnoliales"
"Annona_symphyocarpa" "Annona" "Annonaceae" "Magnoliales"
"Annona_tenuiflora" "Annona" "Annonaceae" "Magnoliales"
"Anoda_crenatiflora" "Anoda" "Malvaceae" "Malvales"
"Anoda_cristata" "Anoda" "Malvaceae" "Malvales"
"Anodendron_affine" "Anodendron" "Apocynaceae" "Gentianales"
"Anodendron_paniculatum" "Anodendron" "Apocynaceae" "Gentianales"
"Anodendron_punctatum" "Anodendron" "Apocynaceae" "Gentianales"
"Anodopetalum_biglandulosum" "Anodopetalum" "Cunoniaceae" "Oxalidales"
"Anogeissus_acuminata" "Anogeissus" "Combretaceae" "Myrtales"
"Anogeissus_dhofarica" "Anogeissus" "Combretaceae" "Myrtales"
"Anogeissus_latifolia" "Anogeissus" "Combretaceae" "Myrtales"
"Anogeissus_leiocarpa" "Anogeissus" "Combretaceae" "Myrtales"
"Anogeissus_pendula" "Anogeissus" "Combretaceae" "Myrtales"
"Anogeissus_sericea" "Anogeissus" "Combretaceae" "Myrtales"
"Anogramma_leptophylla" "Anogramma" "Pteridaceae" "Polypodiales"
"Anomospermum_chloranthum" "Anomospermum" "Menispermaceae" "Ranunculales"
"Anomospermum_grandifolium" "Anomospermum" "Menispermaceae" "Ranunculales"
"Anomospermum_reticulatum" "Anomospermum" "Menispermaceae" "Ranunculales"
"Anonidium_mannii" "Anonidium" "Annonaceae" "Magnoliales"
"Anonis_pusilla" "Anonis" "Fabaceae" "Fabales"
"Anopterus_glandulosus" "Anopterus" "Escalloniaceae" "Escalloniales"
"Anopterus_macleayanus" "Anopterus" "Escalloniaceae" "Escalloniales"
"Anopyxis_klaineana" "Anopyxis" "Rhizophoraceae" "Malpighiales"
"Anredera_cordifolia" "Anredera" "Basellaceae" "Caryophyllales"
"Antennaria_alpina" "Antennaria" "Asteraceae" "Asterales"
"Antennaria_anaphaloides" "Antennaria" "Asteraceae" "Asterales"
"Antennaria_canescens" "Antennaria" "Asteraceae" "Asterales"
"Antennaria_carpatica" "Antennaria" "Asteraceae" "Asterales"
"Antennaria_corymbosa" "Antennaria" "Asteraceae" "Asterales"
"Antennaria_dimorpha" "Antennaria" "Asteraceae" "Asterales"
"Antennaria_dioca" "Antennaria" "Asteraceae" "Asterales"
"Antennaria_dioica" "Antennaria" "Asteraceae" "Asterales"
"Antennaria_flagellaris" "Antennaria" "Asteraceae" "Asterales"
"Antennaria_lanata" "Antennaria" "Asteraceae" "Asterales"
"Antennaria_luzuloides" "Antennaria" "Asteraceae" "Asterales"
"Antennaria_microphylla" "Antennaria" "Asteraceae" "Asterales"
"Antennaria_monocephala" "Antennaria" "Asteraceae" "Asterales"
"Antennaria_neglecta" "Antennaria" "Asteraceae" "Asterales"
"Antennaria_parlinii" "Antennaria" "Asteraceae" "Asterales"
"Antennaria_parvifolia" "Antennaria" "Asteraceae" "Asterales"
"Antennaria_plantaginifolia" "Antennaria" "Asteraceae" "Asterales"
"Antennaria_pulchella" "Antennaria" "Asteraceae" "Asterales"
"Antennaria_pulcherrima" "Antennaria" "Asteraceae" "Asterales"
"Antennaria_racemosa" "Antennaria" "Asteraceae" "Asterales"
"Antennaria_rosea" "Antennaria" "Asteraceae" "Asterales"
"Antennaria_rosea_subsp._confinis" "Antennaria" "Asteraceae" "Asterales"
"Antennaria_rosulata" "Antennaria" "Asteraceae" "Asterales"
"Antenoron_filiforme" "Antenoron" "Polygonaceae" "Caryophyllales"
"Anthemis_arvensis" "Anthemis" "Asteraceae" "Asterales"
"Anthemis_bornmuelleri" "Anthemis" "Asteraceae" "Asterales"
"Anthemis_cotula" "Anthemis" "Asteraceae" "Asterales"
"Anthemis_cretica" "Anthemis" "Asteraceae" "Asterales"
"Anthemis_hyalina" "Anthemis" "Asteraceae" "Asterales"
"Anthemis_maritima" "Anthemis" "Asteraceae" "Asterales"
"Anthemis_pauciloba" "Anthemis" "Asteraceae" "Asterales"
"Anthemis_rigida" "Anthemis" "Asteraceae" "Asterales"
"Anthemis_ruthenica" "Anthemis" "Asteraceae" "Asterales"
"Anthemis_sancti-johannis" "Anthemis" "Asteraceae" "Asterales"
"Anthemis_secundiramea" "Anthemis" "Asteraceae" "Asterales"
"Anthemis_triumfetti" "Anthemis" "Asteraceae" "Asterales"
"Anthephora_pubescens" "Anthephora" "Poaceae" "Poales"
"Anthephora_schinzii" "Anthephora" "Poaceae" "Poales"
"Anthericum_liliago" "Anthericum" "Asparagaceae" "Asparagales"
"Anthericum_ramosum" "Anthericum" "Asparagaceae" "Asparagales"
"Antherotoma_decandra" "Antherotoma" "Melastomataceae" "Myrtales"
"Antherotoma_naudinii" "Antherotoma" "Melastomataceae" "Myrtales"
"Anthocercis_intricata" "Anthocercis" "Solanaceae" "Solanales"
"Anthocercis_littorea" "Anthocercis" "Solanaceae" "Solanales"
"Anthocleista_djalonensis" "Anthocleista" "Gentianaceae" "Gentianales"
"Anthocleista_grandiflora" "Anthocleista" "Gentianaceae" "Gentianales"
"Anthocleista_longifolia" "Anthocleista" "Gentianaceae" "Gentianales"
"Anthocleista_nobilis" "Anthocleista" "Gentianaceae" "Gentianales"
"Anthodiscus_amazonicus" "Anthodiscus" "Caryocaraceae" "Malpighiales"
"Anthodiscus_klugii" "Anthodiscus" "Caryocaraceae" "Malpighiales"
"Anthodiscus_peruanus" "Anthodiscus" "Caryocaraceae" "Malpighiales"
"Anthodiscus_pilosus" "Anthodiscus" "Caryocaraceae" "Malpighiales"
"Anthodon_panamense" "Anthodon" "Celastraceae" "Celastrales"
"Anthonotha_ferruginea" "Anthonotha" "Fabaceae" "Fabales"
"Anthonotha_fragrans" "Anthonotha" "Fabaceae" "Fabales"
"Anthonotha_graciliflora" "Anthonotha" "Fabaceae" "Fabales"
"Anthonotha_macrophylla" "Anthonotha" "Fabaceae" "Fabales"
"Anthospermum_aethiopicum" "Anthospermum" "Rubiaceae" "Gentianales"
"Anthospermum_galpinii" "Anthospermum" "Rubiaceae" "Gentianales"
"Anthospermum_hispidulum" "Anthospermum" "Rubiaceae" "Gentianales"
"Anthospermum_rigidum" "Anthospermum" "Rubiaceae" "Gentianales"
"Anthostema_aubryanum" "Anthostema" "Euphorbiaceae" "Malpighiales"
"Anthostema_madagascariense" "Anthostema" "Euphorbiaceae" "Malpighiales"
"Anthotium_junciforme" "Anthotium" "Goodeniaceae" "Asterales"
"Anthoxanthum_aristatum" "Anthoxanthum" "Poaceae" "Poales"
"Anthoxanthum_odoratum" "Anthoxanthum" "Poaceae" "Poales"
"Anthoxanthum_odoratum_subsp._nipponicum" "Anthoxanthum" "Poaceae" "Poales"
"Anthriscus_caucalis" "Anthriscus" "Apiaceae" "Apiales"
"Anthriscus_cerefolium" "Anthriscus" "Apiaceae" "Apiales"
"Anthriscus_nitida" "Anthriscus" "Apiaceae" "Apiales"
"Anthriscus_sylvestris" "Anthriscus" "Apiaceae" "Apiales"
"Anthurium" "Anthurium" "" NA
"Anthurium_acutangulum" "Anthurium" "Araceae" "Alismatales"
"Anthurium_bakeri" "Anthurium" "Araceae" "Alismatales"
"Anthurium_brownii" "Anthurium" "Araceae" "Alismatales"
"Anthurium_clavigerum" "Anthurium" "Araceae" "Alismatales"
"Anthurium_durandii" "Anthurium" "Araceae" "Alismatales"
"Anthurium_friedrichsthalii" "Anthurium" "Araceae" "Alismatales"
"Anthurium_hacumense" "Anthurium" "Araceae" "Alismatales"
"Anthurium_scandens" "Anthurium" "Araceae" "Alismatales"
"Anthyllis_alpestris" "Anthyllis" "Fabaceae" "Fabales"
"Anthyllis_barba-jovis" "Anthyllis" "Fabaceae" "Fabales"
"Anthyllis_cornicina" "Anthyllis" "Fabaceae" "Fabales"
"Anthyllis_cytisoides" "Anthyllis" "Fabaceae" "Fabales"
"Anthyllis_hermanniae" "Anthyllis" "Fabaceae" "Fabales"
"Anthyllis_lotoides" "Anthyllis" "Fabaceae" "Fabales"
"Anthyllis_montana" "Anthyllis" "Fabaceae" "Fabales"
"Anthyllis_terniflora" "Anthyllis" "Fabaceae" "Fabales"
"Anthyllis_vulneraria" "Anthyllis" "Fabaceae" "Fabales"
"Anthyllis_vulneraria_subsp._polyphylla" "Anthyllis" "Fabaceae" "Fabales"
"Antiaris_toxicaria" "Antiaris" "Moraceae" "Rosales"
"Anticharis_imbricata" "Anticharis" "Scrophulariaceae" "Lamiales"
"Anticharis_inflata" "Anticharis" "Scrophulariaceae" "Lamiales"
"Anticharis_scoparia" "Anticharis" "Scrophulariaceae" "Lamiales"
"Anticharis_senegalensis" "Anticharis" "Scrophulariaceae" "Lamiales"
"Anticlea_elegans" "Anticlea" "Melanthiaceae" "Liliales"
"Antidesma_acidum" "Antidesma" "Phyllanthaceae" "Malpighiales"
"Antidesma_bunius" "Antidesma" "Phyllanthaceae" "Malpighiales"
"Antidesma_celebicum" "Antidesma" "Phyllanthaceae" "Malpighiales"
"Antidesma_coriaceum" "Antidesma" "Phyllanthaceae" "Malpighiales"
"Antidesma_cuspidatum" "Antidesma" "Phyllanthaceae" "Malpighiales"
"Antidesma_erostre" "Antidesma" "Phyllanthaceae" "Malpighiales"
"Antidesma_ghaesembilla" "Antidesma" "Phyllanthaceae" "Malpighiales"
"Antidesma_japonicum" "Antidesma" "Phyllanthaceae" "Malpighiales"
"Antidesma_madagascariense" "Antidesma" "Phyllanthaceae" "Malpighiales"
"Antidesma_membranaceum" "Antidesma" "Phyllanthaceae" "Malpighiales"
"Antidesma_montanum" "Antidesma" "Phyllanthaceae" "Malpighiales"
"Antidesma_platyphyllum" "Antidesma" "Phyllanthaceae" "Malpighiales"
"Antidesma_pleuricum" "Antidesma" "Phyllanthaceae" "Malpighiales"
"Antidesma_pulvinatum" "Antidesma" "Phyllanthaceae" "Malpighiales"
"Antidesma_rufescens" "Antidesma" "Phyllanthaceae" "Malpighiales"
"Antidesma_subcordatum" "Antidesma" "Phyllanthaceae" "Malpighiales"
"Antidesma_tetrandrum" "Antidesma" "Phyllanthaceae" "Malpighiales"
"Antidesma_venosum" "Antidesma" "Phyllanthaceae" "Malpighiales"
"Antidesma_vogelianum" "Antidesma" "Phyllanthaceae" "Malpighiales"
"Antigonon_leptopus" "Antigonon" "Polygonaceae" "Caryophyllales"
"Antimima_dolomitica" "Antimima" "Aizoaceae" "Caryophyllales"
"Antimima_eendornensis" "Antimima" "Aizoaceae" "Caryophyllales"
"Antimima_longipes" "Antimima" "Aizoaceae" "Caryophyllales"
"Antimima_mucronata" "Antimima" "Aizoaceae" "Caryophyllales"
"Antimima_perforata" "Antimima" "Aizoaceae" "Caryophyllales"
"Antimima_viatorum" "Antimima" "Aizoaceae" "Caryophyllales"
"Antirrhinum_australe" "Antirrhinum" "Plantaginaceae" "Lamiales"
"Antirrhinum_charidemi" "Antirrhinum" "Plantaginaceae" "Lamiales"
"Antirrhinum_hispanicum" "Antirrhinum" "Plantaginaceae" "Lamiales"
"Antirrhinum_latifolium" "Antirrhinum" "Plantaginaceae" "Lamiales"
"Antirrhinum_leptaleum" "Antirrhinum" "Plantaginaceae" "Lamiales"
"Antirrhinum_majus" "Antirrhinum" "Plantaginaceae" "Lamiales"
"Antirrhinum_nuttallianum" "Antirrhinum" "Plantaginaceae" "Lamiales"
"Antirrhinum_sempervirens" "Antirrhinum" "Plantaginaceae" "Lamiales"
"Antirrhinum_siculum" "Antirrhinum" "Plantaginaceae" "Lamiales"
"Antirrhinum_vexillocalyculatum" "Antirrhinum" "Plantaginaceae" "Lamiales"
"Antonia_ovata" "Antonia" "Loganiaceae" "Gentianales"
"Antrocaryon_amazonicum" "Antrocaryon" "Anacardiaceae" "Sapindales"
"Antrocaryon_klaineanum" "Antrocaryon" "Anacardiaceae" "Sapindales"
"Antrocaryon_micraster" "Antrocaryon" "Anacardiaceae" "Sapindales"
"Antrocaryon_nannanii" "Antrocaryon" "Anacardiaceae" "Sapindales"
"Antrophyum_lanceolatum" "Antrophyum" "Pteridaceae" "Polypodiales"
"Aoranthe_cladantha" "Aoranthe" "Rubiaceae" "Gentianales"
"Aotus_ericoides" "Aotus" "Fabaceae" "Fabales"
"Aotus_lanigera" "Aotus" "Fabaceae" "Fabales"
"Aotus_mollis" "Aotus" "Fabaceae" "Fabales"
"Aotus_subglauca" "Aotus" "Fabaceae" "Fabales"
"Aotus_subspinescens" "Aotus" "Fabaceae" "Fabales"
"Aparisthmium_cordatum" "Aparisthmium" "Euphorbiaceae" "Malpighiales"
"Apatesia_helianthoides" "Apatesia" "Aizoaceae" "Caryophyllales"
"Apeiba_albiflora" "Apeiba" "Malvaceae" "Malvales"
"Apeiba_glabra" "Apeiba" "Malvaceae" "Malvales"
"Apeiba_intermedia" "Apeiba" "Malvaceae" "Malvales"
"Apeiba_macropetala" "Apeiba" "Malvaceae" "Malvales"
"Apeiba_membranacea" "Apeiba" "Malvaceae" "Malvales"
"Apeiba_petoumo" "Apeiba" "Malvaceae" "Malvales"
"Apeiba_tibourbou" "Apeiba" "Malvaceae" "Malvales"
"Apera_interrupta" "Apera" "Poaceae" "Poales"
"Apera_spica-venti" "Apera" "Poaceae" "Poales"
"Apetahia_raiateensis" "Apetahia" "Campanulaceae" "Asterales"
"Aphalis_margaritaceae" "Aphalis" "" NA
"Aphanamixis_polystachya" "Aphanamixis" "Meliaceae" "Sapindales"
"Aphananthe_aspera" "Aphananthe" "Cannabaceae" "Rosales"
"Aphananthe_cuspidata" "Aphananthe" "Cannabaceae" "Rosales"
"Aphananthe_monoica" "Aphananthe" "Cannabaceae" "Rosales"
"Aphananthe_philippinensis" "Aphananthe" "Cannabaceae" "Rosales"
