"biomesKoeppenGroup" "woodiness" "mycorrhizalAssociationType" "nitrogenFixationNodDB" "SRL" "D" "RTD" "N"
"Euphorbia_corollata" "NA" "non-woody" "NA" "NA" -0.684126143 0.580883515 0.356137914 NA
"Euphorbia_cyparissias" "NA" "non-woody" "NA" "NA" -0.61996171 0.436726495 -0.302118939 -0.145853085
"Euphorbia_dentata" "NA" "non-woody" "NA" "NA" 0.285042571 -0.253543857 -0.116642263 NA
"Euphorbia_humifusa" "Arid" "non-woody" "NA" "NA" 0.237751413 NA NA -0.268130376
"Euphorbia_marginata" "NA" "woody" "NA" "NA" 0.316608521 0.445345768 -1.480091465 NA
"Euptelea_pleiosperma" "NA" "woody" "NA" "NA" -0.31326413 0.302454053 0.05574541 0.525336813
"Eurotia_lanata" "Arid" "non-woody" "NA" "NA" 0.028726633 -0.062147975 0.176470865 NA
"Eurya_japonica" "Temperate" "woody" "AM" "NA" 0.405647803 -0.234196148 -0.379485884 -0.291545983
"Eurya_loquaiana" "Temperate" "woody" "NA" "NA" 0.158365688 -0.693494717 0.47902445 -0.634994161
"Eurya_muricata" "Temperate" "woody" "NA" "NA" -0.139435448 0.5581759 0.088881894 -0.271286373
"Eurya_rubiginosa" "Temperate" "woody" "NA" "NA" 0.379437684 -0.829571118 0.39033833 -0.927784037
"Eustachys_retusa" "Temperate" "non-woody" "NA" "NA" -0.367081447 NA 0.660542546 -0.757309397
"Fagus_engleriana" "NA" "woody" "EcM" "NA" -0.00513523 -0.56239745 1.071207792 -0.370276433
"Fagus_grandifolia" "Continental" "woody" "NA" "NA" -0.242429978 0.020125396 0.479186991 -0.309475805
"Fagus_sylvatica" "Temperate" "woody" "NA" "NA" 0.045178611 -0.088375159 0.068813598 0.010068295
"Festuca_arizonica" "Temperate" "non-woody" "NA" "NA" 0.083299024 NA NA -1.120251563
"Festuca_arundinacea" "NA" "non-woody" "NA" "NA" 0.091653062 0.021854534 0.150867019 0.06595545
"Festuca_christianii-bernardii" "Temperate" "non-woody" "NA" "NA" 1.011734722 -0.727505039 -0.797860552 -0.078470082
"Festuca_eskia" "Temperate" "non-woody" "NA" "NA" NA NA NA -0.414548621
"Festuca_filiformis" "NA" "non-woody" "NA" "NA" NA -1.183974118 -0.509879096 -0.097994246
"Festuca_guestfalica" "NA" "non-woody" "NA" "NA" 0.115595839 -0.407306609 0.415892585 NA
"Festuca_hallii" "Arid" "non-woody" "NA" "NA" 0.057534292 -0.369426965 0.739307188 NA
"Festuca_nigrescens" "NA" "non-woody" "NA" "NA" 0.1963633 -0.398888646 0.379437229 NA
"Festuca_novae-zelandiae" "NA" "non-woody" "NA" "NA" NA -0.334227999 0.338883108 0.199203785
"Festuca_ovina" "NA" "non-woody" "NA" "NA" 0.668623861 -0.731591752 0.288636547 -0.072432732
"Festuca_pratensis" "NA" "non-woody" "NA" "NA" 0.09609915 -0.256447008 0.387549382 -0.921637617
"Festuca_rubra" "NA" "non-woody" "NA" "NA" 0.31857732 -0.581382261 0.341327373 -0.03179923
"Festuca_subverticillata" "NA" "non-woody" "NA" "NA" 0.61126596 -0.661282091 -0.030882559 NA
"Festuca_thurberi" "Continental" "non-woody" "NA" "NA" -0.426868383 0.386250742 NA -0.1126818
"Ficus_amazonica" "NA" "woody" "NA" "NA" 0.080270672 -0.401465592 NA NA
"Ficus_benghalensis" "Tropical" "woody" "NA" "NA" -0.608940635 0.002457958 0.690219518 -0.818605029
"Ficus_carica" "Temperate" "woody" "NA" "NA" 0.530909476 -0.213083444 -0.16958485 NA
"Ficus_tikoua" "Temperate" "woody" "NA" "NA" -1.294785138 0.511167763 NA -1.04715342
"Ficus_variolosa" "Temperate" "woody" "AM" "NA" 0.941117177 -1.552543382 0.373993553 0.463818416
"Filifolium_sibiricum" "Arid" "non-woody" "NA" "NA" -0.43034024 NA NA NA
"Filipendula_palmata" "NA" "non-woody" "NM-AM" "NA" 0.596712963 -0.57245088 -0.226774177 0.012095777
"Filipendula_ulmaria" "Polar" "non-woody" "NA" "NA" NA NA NA 0.247164373
"Filipendula_vulgaris" "NA" "non-woody" "NA" "NA" -0.800670225 0.531867554 0.696521587 NA
"Finschia_chloroxantha" "Tropical" "woody" "NA" "NA" 0.342554582 -0.27836956 -0.126040514 -0.863719892
"Fouquieria_splendens" "NA" "woody" "NA" "NA" 0.528844468 NA NA NA
"Fragaria_vesca" "NA" "non-woody" "NA" "NA" 0.54908849 -0.579290281 -0.050617332 NA
"Fragaria_virginiana" "Continental" "non-woody" "NA" "NA" 0.04582658 -0.144015892 NA NA
"Frangula_alnus" "NA" "woody" "NA" "NA" -0.038212422 3.403988725 -0.079508314 -0.671975124
"Frangula_caroliniana" "NA" "woody" "NA" "NA" -0.022940295 NA -0.483803128 0.291277921
"Fraxinus_americana" "Continental" "woody" "NA" "NA" -0.081090019 0.098566616 -0.038218844 -0.034135609
"Fraxinus_angustifolia" "Temperate" "woody" "NA" "NA" 0.443284095 0.129530333 -0.825917271 NA
"Fraxinus_chinensis" "Temperate" "woody" "AM" "NA" -0.268617508 0.422967961 -0.119315687 -0.275569557
"Fraxinus_excelsior" "Temperate" "woody" "AM" "NA" -0.155855482 0.107625328 -0.395064696 0.457273631
"Fraxinus_latifolia" "NA" "woody" "NA" "NA" NA NA NA -0.209645138
"Fraxinus_mandshurica" "Continental" "woody" "NA" "NA" 0.175062838 0.011438519 -0.132231171 0.08203119
"Fraxinus_nigra" "Continental" "woody" "NA" "NA" 0.083545945 -0.066043506 -0.050184388 NA
"Fuchsia_excorticata" "NA" "woody" "AM" "NA" 0.834519892 -0.741806915 -0.372945654 -0.214127534
"Fumana_thymifolia" "Arid" "woody" "NA" "NA" -0.419322114 -0.029815591 0.405764216 NA
"Gahnia_procera" "Temperate" "non-woody" "AM" "NA" 0.568692192 -0.355811251 -0.454517614 -1.138818689
"Gahnia_xanthocarpa" "Temperate" "non-woody" "AM" "NA" 0.391566419 0.214236916 -1.393866125 -0.866527384
"Gaillardia_pinnatifida" "Temperate" "non-woody/woody" "NA" "NA" 0.231936781 NA NA 0.510930138
"Galearia_maingayi" "Tropical" "woody" "NA" "NA" -0.291626626 -0.236035391 0.751013611 NA
"Galium_album" "NA" "non-woody" "NA" "NA" 0.617888333 -0.756552608 0.181494798 NA
"Galium_aparine" "NA" "non-woody" "NA" "NA" 0.424699147 -0.508397324 -0.25493755 0.924843028
"Galium_boreale" "Arid" "non-woody" "NA" "NA" 0.572493763 -0.567900616 0.068369993 NA
"Galium_mollugo" "NA" "non-woody" "NA" "NA" 0.332278615 -0.409588108 0.053296753 0.291717575
"Galium_verum" "NA" "non-woody" "NA" "NA" 0.449322872 -0.644409461 0.23819543 NA
"Garcinia_cowa" "Temperate" "woody" "AM" "NA" 0.592535911 -0.311541596 0.936577289 0.096148881
"Garcinia_oblongifolia" "Temperate" "woody" "AM" "NA" 0.620888681 -0.989766972 0.178571328 0.202840923
"Genista_hirsuta" "Temperate" "woody" "NA" "Rhizobia" 0.077481511 0.035811128 0.129172254 NA
"Genista_tinctoria" "NA" "non-woody/woody" "NA" "Rhizobia" -0.906220675 0.656382619 0.433947035 NA
"Genista_triacanthos" "Temperate" "woody" "NA" "Rhizobia" 0.173929328 -0.005590386 0.193414324 NA
"Gentiana_andrewsii" "NA" "non-woody" "NA" "NA" 0.281010137 -0.051658554 -0.432099221 NA
"Geranium_caespitosum" "Temperate" "non-woody/woody" "NA" "NA" -1.091524434 NA NA -0.755580985
"Geranium_dissectum" "NA" "non-woody" "NA" "NA" 0.262800806 -0.423852553 0.072922496 NA
"Geranium_molle" "NA" "non-woody" "NA" "NA" 0.497015882 -0.561498728 -0.145244828 NA
"Geranium_pratense" "NA" "non-woody" "NA" "NA" -0.785069428 0.256958765 0.968743765 -0.112135538
"Geranium_pusillum" "NA" "non-woody" "NA" "NA" 0.208091872 -0.444026932 0.202552612 NA
"Geranium_pyrenaicum" "NA" "non-woody" "NA" "NA" 0.124106424 -0.356236399 0.352061521 NA
"Geranium_richardsonii" "Temperate" "non-woody" "NA" "NA" 0.090571655 NA NA 0.398334002
"Geranium_robertianum" "NA" "non-woody" "NA" "NA" 0.289608376 -0.246583591 -0.304745926 NA
"Geranium_rotundifolium" "NA" "non-woody" "NA" "NA" 0.146982158 -0.289811631 0.292181753 -0.189838605
"Geranium_sylvaticum" "NA" "non-woody" "NA" "NA" -0.978742675 0.427184639 1.411145403 -0.712449925
"Geum_aleppicum" "Continental" "non-woody" "NA" "NA" NA -0.173975432 0.399406306 NA
"Geum_urbanum" "NA" "non-woody" "NA" "NA" 0.135826165 -0.390933136 0.380233132 NA
"Ginkgo_biloba" "Temperate" "woody" "AM" "NA" -0.475764838 0.99333215 -0.80850774 1.022575632
"Gironniera_subaequalis" "Temperate" "woody" "NM" "NA" 0.413191844 -1.650299942 1.084530723 1.499226078
"Glechoma_hederacea" "NA" "non-woody" "NA" "NA" 0.448736252 -0.339183963 -0.662034647 0.417759042
"Gleditsia_triacanthos" "NA" "woody" "AM" "None" -0.232202979 0.337977104 -0.158926619 0.484244119
"Gliricidia_sepium" "Tropical" "woody" "NA" "Rhizobia" 0.201965686 0.261773056 NA 0.78337106
"Glossostigma_elatinoides" "Temperate" "non-woody" "NA" "NA" NA NA 0.356995039 NA
"Glycine_max" "NA" "non-woody" "NA" "Rhizobia" -0.003877073 -0.008475234 0.077519843 NA
"Gnetum_gnemon" "Tropical" "woody" "NA" "NA" 1.383846066 -1.287766565 NA NA
"Goniothalamus_griffithii" "Temperate" "woody" "AM" "NA" -0.724573722 0.984429979 -0.271366791 0.228145801
"Gonocarpus_micranthus" "Temperate" "non-woody" "NA" "NA" NA NA 0.42598929 NA
"Gordonia_axillaris" "Tropical" "woody" "NA" "NA" -0.310134149 0.082438637 0.55412734 -1.541279638
"Gossypium_hirsutum" "NA" "woody" "NA" "NA" -0.460866682 0.270984206 0.397771329 NA
"Griselinia_littoralis" "NA" "woody" "AM" "NA" -0.893767561 1.360843614 -0.651695599 0.897661845
"Guaiacum_sanctum" "Tropical" "woody" "NA" "likely_present" -0.098703675 -0.16755193 0.723879958 0.384485451
"Gutierrezia_microcephala" "NA" "woody" "NA" "NA" 0.525527862 NA NA NA
"Gutierrezia_sarothrae" "Temperate" "non-woody/woody" "NA" "NA" 0.394172242 0.064578724 -0.428621592 0.297366304
"Gymnosporia_arbutifolia" "Temperate" "woody" "NA" "NA" 0.225728824 -0.205953645 -0.112849179 NA
"Hakea_ceratophylla" "NA" "woody" "NA" "NA" -0.116975497 0.152378777 -0.035607548 NA
"Hakea_cyclocarpa" "NA" "woody" "NA" "NA" 0.002191567 0.152378777 -0.231029773 NA
"Hakea_ilicifolia" "NA" "woody" "NA" "NA" 0.020214354 0.045601978 -0.017260004 NA
"Hakea_linearis" "NA" "woody" "NA" "NA" -0.244855707 0.100014276 0.379685117 NA
"Hakea_lissocarpha" "NA" "woody" "NA" "NA" -0.06685423 0.152378777 -0.130059206 NA
"Hakea_oldfieldii" "NA" "woody" "NA" "NA" 0.241317234 -0.039084478 -0.456628176 NA
"Halesia_tetraptera" "NA" "woody" "AM" "NA" 0.366969609 -0.175307883 -0.620720644 0.314329668
"Halimium_commutatum" "Temperate" "woody" "NA" "NA" -0.297093985 0.320239946 0.384689308 NA
"Halimium_halimifolium" "Temperate" "woody" "NA" "NA" -0.045661776 -0.022518175 0.470625783 NA
"Halocarpus_biformis" "NA" "woody" "AM" "NA" -0.604833218 0.234644763 0.82729097 -0.409777423
"Halocarpus_kirkii" "NA" "woody" "AM" "NA" -0.407774891 0.261262203 0.362438283 0.264418652
"Halogeton_glomeratus" "Arid" "non-woody" "NA" "NA" -0.278720821 NA NA -0.140676595
"Hamamelis_virginiana" "NA" "woody" "AM" "NA" -0.086832958 -0.021805717 0.042955443 -0.67494585
"Hamelia_patens" "Tropical" "woody" "NA" "NA" 1.087895496 -0.799375538 -1.190696037 0.85684521
"Handroanthus_chrysanthus" "Tropical" "woody" "NA" "NA" -0.253200082 0.585877921 -0.305694973 0.882888429
"Harpochloa_falx" "NA" "non-woody" "NA" "NA" NA -0.09518575 0.083516151 -2.758632147
"Harrimanella_hypnoides" "Continental" "woody" "NA" "NA" NA -0.19357313 NA NA
"Hebe_epacridea" "Temperate" "woody" "NA" "NA" 0.072450097 NA NA -0.517592191
"Hebe_pinguifolia" "Temperate" "woody" "NA" "NA" -0.152340763 NA NA -0.536434011
"Hedeoma_hispida" "NA" "non-woody" "NA" "NA" 0.457885772 -0.590352595 0.021810269 NA
"Hedera_helix" "Temperate" "woody" "NA" "NA" 0.249781663 0.408333639 -1.035093235 NA
"Hedycarya_arborea" "NA" "woody" "AM" "NA" -0.568085757 1.075173789 -0.8126026 1.352397656
"Hedysarum_fruticosum" "Continental" "woody" "NA" "Rhizobia" -0.689561347 NA NA 1.07028174
"Helianthella_quinquenervis" "Continental" "non-woody" "NA" "NA" -0.208597785 -0.003112726 NA -0.327850816
"Helianthemum_almeriense" "Arid" "woody" "NA" "NA" -0.967752712 0.528059581 0.291090862 NA
"Helianthemum_apenninum" "Temperate" "non-woody/woody" "NA" "NA" -0.204509602 -0.06751644 0.279107745 0.215724254
"Helianthemum_canum" "Temperate" "non-woody" "NA" "NA" -0.395833891 -0.003884103 0.495913554 0.012914618
"Helianthemum_syriacum" "Arid" "woody" "NA" "NA" -0.665296933 0.18704243 0.21687373 NA
"Helianthus_agrestis" "NA" "non-woody" "NA" "NA" -0.12834398 0.041287666 0.139411298 0.057145553
"Helianthus_angustifolius" "NA" "non-woody" "NA" "NA" 0.137131513 0.11889224 -0.161770499 0.269626166
"Helianthus_annuus" "NA" "non-woody" "NA" "NA" 0.218038767 0.064297703 -0.494463526 -0.365875994
"Helianthus_argophyllus" "NA" "non-woody" "NA" "NA" 0.035921158 -0.153915271 -0.099310619 -0.290333685
"Helianthus_atrorubens" "NA" "non-woody" "NA" "NA" 0.011767155 0.054698536 -0.05427652 0.148027165
"Helianthus_carnosus" "NA" "non-woody" "NA" "NA" 0.007867344 0.311848804 -0.10121994 0.395874598
"Helianthus_cusickii" "NA" "non-woody" "NA" "NA" -0.287697597 0.251114743 0.0106246 0.339105147
"Helianthus_debilis" "NA" "non-woody" "NA" "NA" 0.131976039 -0.212386398 -0.010586925 -0.152702242
"Helianthus_floridanus" "NA" "non-woody" "NA" "NA" -0.05772248 0.423161597 -0.001778177 0.100423802
"Helianthus_giganteus" "NA" "non-woody" "NA" "NA" -0.150915625 0.104214437 -0.013829593 0.065643912
"Helianthus_grosseserratus" "NA" "non-woody" "NA" "NA" -0.159716921 -0.00409501 0.073064 -0.229411084
"Helianthus_heterophyllus" "NA" "non-woody" "NA" "NA" 0.043796567 0.337698122 -0.261698619 0.782641777
"Helianthus_longifolius" "NA" "non-woody" "NA" "NA" 0.186768257 -0.137877256 -0.162820727 0.235418637
"Helianthus_maximiliani" "NA" "non-woody" "NA" "NA" -0.00286732 0.053499885 0.052450063 -0.005348901
"Helianthus_microcephalus" "NA" "non-woody" "NA" "NA" 0.036548403 -0.115227044 0.052450063 0.083477285
"Helianthus_mollis" "NA" "non-woody" "NA" "NA" 0.05037704 -0.182422347 0.00939374 -0.015024719
"Helianthus_neglectus" "NA" "non-woody" "NA" "NA" 0.007428775 -0.405782516 -0.194575781 -0.421611562
"Helianthus_niveus" "NA" "non-woody" "NA" "NA" -0.01070308 0.185436187 0.27248057 NA
"Helianthus_occidentalis" "NA" "non-woody" "NA" "NA" 0.106933865 -0.164454231 -0.110834422 0.15664291
"Helianthus_pauciflorus" "NA" "non-woody" "NA" "NA" -0.356259296 0.183224335 0.367763533 NA
"Helianthus_petiolaris" "NA" "non-woody" "NA" "NA" 0.224093925 -0.206513062 -0.138596318 -0.254951711
"Helianthus_porteri" "NA" "non-woody" "NA" "NA" 0.270814749 -0.160252934 -0.037426179 -0.496287947
"Helianthus_praecox" "NA" "non-woody" "NA" "NA" 0.254442546 -0.23289527 -0.010586925 -0.226409338
"Helianthus_radula" "NA" "non-woody" "NA" "NA" -0.017467349 0.165596949 0.223130658 0.675122053
"Helianthus_salicifolius" "NA" "non-woody" "NA" "NA" -0.175915139 0.123394368 -0.020260925 0.034282128
"Helianthus_silphioides" "NA" "non-woody" "NA" "NA" -0.092814106 0.099929739 0.172678225 0.373459421
"Helianthus_tuberosus" "NA" "non-woody" "NA" "NA" -0.505585739 0.645843233 -0.139474313 NA
"Helianthus_verticillatus" "NA" "non-woody" "NA" "NA" -0.114702181 0.107729819 0.281029107 -0.378175422
"Helichrysum_filicaule" "Temperate" "non-woody" "NA" "NA" NA NA 0.331620803 NA
"Helichrysum_stoechas" "Arid" "woody" "NA" "NA" -0.346978133 0.243441223 0.063822334 NA
"Helicia_formosana" "Temperate" "woody" "AM" "NA" 0.6725095 -1.03952294 1.560784048 -0.544926711
"Helictotrichon_pratense" "NA" "non-woody" "NA" "NA" -0.355446473 -0.064749287 0.894604983 NA
"Helictotrichon_pubescens" "NA" "non-woody" "NA" "NA" -0.57506079 -0.289314242 0.676140981 NA
"Heliomeris_multiflora" "Temperate" "non-woody/woody" "NA" "NA" 0.631117742 NA NA 0.030718683
"Heliopsis_helianthoides" "NA" "non-woody" "NA" "NA" -0.16993116 0.551204402 -0.664354254 NA
"Hemerocallis_citrina" "Arid" "non-woody" "NA" "NA" -0.386315069 NA NA NA
"Heracleum_sosnowskyi" "NA" "non-woody" "NA" "NA" -1.120041585 1.072153046 NA NA
"Heracleum_sphondylium" "NA" "non-woody" "NA" "NA" -0.867523819 0.500779199 0.433745638 -0.422780878
"Hesperis_matronalis" "NA" "non-woody" "NA" "NA" 0.507722979 -0.5499725 NA NA
"Hesperostipa_comata" "Temperate" "non-woody" "NA" "NA" -0.176009336 NA NA -0.771495618
"Hesperostipa_spartea" "NA" "non-woody" "NA" "NA" 0.487428689 -0.889157418 0.651550793 NA
"Heteropappus_altaicus" "Arid" "non-woody" "NA" "NA" -0.799622643 0.68720037 NA NA
"Heteropogon_contortus" "NA" "non-woody" "NA" "NA" NA 0.223264433 0.41790782 -0.438797848
"Heteropogon_triticeus" "NA" "non-woody" "NA" "NA" NA 0.521157686 0.40338801 -1.019974921
"Heterotheca_villosa" "Temperate" "non-woody" "NA" "NA" 0.133726863 -0.2378296 -0.262528862 0.330400859
"Heuchera_richardsonii" "Arid" "non-woody" "NA" "NA" 0.124360605 -0.336012841 0.217997439 NA
"Hieracium_aurantiacum" "Continental" "non-woody" "AM" "NA" 0.13898993 NA NA NA
"Hieracium_fendleri" "Temperate" "non-woody" "NA" "NA" -0.508503911 NA NA -1.426320768
"Hieracium_lepidulum" "Temperate" "non-woody" "NA" "NA" 0.343303168 NA NA 0.161153299
"Hieracium_pilosella" "Temperate" "non-woody" "NA" "NA" 0.20746483 0.168929344 -0.33241029 -0.369000926
"Hieracium_umbellatum" "Arid" "non-woody" "NA" "NA" 0.125422614 NA NA NA
"Hierochloe_glabra" "Arid" "non-woody" "NA" "NA" 0.6538805 NA NA NA
"Hippuris_vulgaris" "Polar" "non-woody" "NA" "NA" NA NA NA 1.457395614
"Hoheria_lyallii" "NA" "woody" "AM" "NA" 0.265525497 -0.027284497 -0.505534729 0.811795955
"Hoheria_sexstylosa" "NA" "woody" "AM" "NA" -0.052131382 0.551845152 -0.925224583 0.831687228
"Holcus_lanatus" "NA" "non-woody" "NA" "NA" 0.310471253 -0.67032186 -0.123262038 0.162344216
"Hopea_ferrea" "Tropical" "woody" "NA" "NA" NA NA NA 0.008453501
"Horaninovia_ulicina" "Arid" "non-woody" "NA" "NA" -0.136431472 NA NA -0.137017222
"Hordeum_jubatum" "NA" "non-woody" "NA" "NA" 0.511627651 -0.569517374 0.003876183 NA
"Hordeum_marinum" "NA" "non-woody" "NA" "NA" NA 0.447784192 -0.314809071 NA
"Hordeum_murinum" "NA" "non-woody" "NA" "NA" -0.069335056 0.059209562 NA NA
"Hordeum_pusillum" "NA" "non-woody" "NA" "NA" 0.514791666 -0.568626434 -0.004114498 NA
"Hordeum_secalinum" "NA" "non-woody" "NA" "NA" NA 0.114734844 0.134708839 NA
"Hordeum_spontaneum" "NA" "non-woody" "NA" "NA" -0.005925469 0.067234514 -0.162146749 NA
"Hordeum_vulgare" "NA" "non-woody" "NA" "NA" -0.10055947 0.45121927 -0.694807441 NA
"Hosta_ventricosa" "NA" "non-woody" "AM" "NA" -0.311190303 0.683316653 -0.669638378 -0.931507187
"Houstonia_wrightii" "Temperate" "non-woody" "NA" "NA" -0.34723094 NA NA -0.223435661
"Hybanthus_tenuifolius" "NA" "non-woody" "NA" "NA" -0.06498333 NA -0.647671767 0.22734443
"Hydrocotyle_sulcata" "Temperate" "non-woody" "NA" "NA" NA NA -1.138123234 NA
"Hydrophyllum_canadense" "Continental" "non-woody" "NA" "NA" 0.378660404 0.227970312 NA 0.349070738
"Hymenoclea_salsola" "NA" "woody" "NA" "NA" -0.272479769 NA NA NA
"Hymenopappus_mexicanus" "Temperate" "non-woody" "NA" "NA" -0.460024447 NA NA -0.075112972
"Hymenoxys_hoopesii" "Continental" "non-woody" "NA" "NA" 0.185107768 -0.364583304 NA 0.543748165
"Hymenoxys_richardsonii" "Temperate" "non-woody" "NA" "NA" -0.135594923 0.15796582 -0.382383468 0.410744071
"Hyparrhenia_filipendula" "NA" "non-woody" "NA" "NA" NA 0.223264433 0.524972046 -0.115254265
"Hyparrhenia_hirta" "NA" "non-woody" "NA" "NA" NA -0.09518575 0.282744602 0.322746932
"Hypericum_perforatum" "NA" "non-woody" "AM" "NA" 0.773049946 -0.348612158 NA NA
"Hyperthelia_dissoluta" "NA" "non-woody" "NA" "NA" NA 0.541714616 0.527227044 -0.864481219
"Hypobathrum_racemosum" "Tropical" "woody" "NA" "NA" 0.203430153 -0.503654073 0.25369449 NA
"Hypochaeris_radicata" "NA" "non-woody" "NA" "NA" -0.261108791 0.15017664 -1.149648792 -0.777190194
"Hyptis_emoryi" "NA" "woody" "NA" "NA" 0.360939909 NA NA NA
"Ilex_elmerrilliana" "Temperate" "woody" "NA" "NA" -0.041688103 0.331156247 -0.33749234 -0.621210734
"Ilex_macropoda" "Temperate" "woody" "NA" "NA" 0.253687568 0.108902098 -0.408091947 NA
"Ilex_opaca" "NA" "woody" "AM" "NA" 0.235271897 -0.085606385 -0.455627904 -0.408024261
"Ilex_pedunculosa" "Temperate" "woody" "NA" "NA" 0.406528304 0.057396186 -0.396231789 0.164318107
"Ilex_verticillata" "Continental" "woody" "NA" "NA" 0.275206023 0.121361607 -0.799364786 NA
"Impatiens_capensis" "Continental" "non-woody" "AM" "NA" 0.920239372 NA NA NA
"Impatiens_noli-tangere" "NA" "non-woody" "NA" "NA" 1.12382662 -0.408657223 NA NA
"Impatiens_parviflora" "NA" "non-woody" "NA" "NA" 1.211913468 -0.444823813 NA NA
"Indigofera_silvestrii" "Temperate" "woody" "NA" "Rhizobia" -0.432459334 NA NA 0.468300818
"Indigofera_szechuensis" "Temperate" "woody" "NA" "Rhizobia" -0.386242666 NA NA 0.687511225
"Inga_loubryana" "Tropical" "woody" "NA" "Rhizobia" 0.662875061 0.143884256 -0.382303933 NA
"Inga_rubiginosa" "Tropical" "woody" "NA" "Rhizobia" -0.04385451 0.058956028 -0.115477656 NA
"Inga_stipularis" "Tropical" "woody" "NA" "Rhizobia" -0.105378693 0.143884256 0.197086492 NA
"Inula_britannica" "Continental" "non-woody" "NA" "NA" 0.264696297 NA NA -1.174172897
"Inula_conyza" "NA" "non-woody" "NA" "NA" 0.043410477 0.162172353 -0.594654276 0.068136814
"Inula_salicina" "NA" "non-woody" "NA" "NA" -0.807957121 0.432834314 0.939680859 NA
"Ipomopsis_aggregata" "Temperate" "non-woody" "NA" "NA" 0.346642079 NA NA -0.320542722
"Ipomopsis_multiflora" "Temperate" "non-woody/woody" "NA" "NA" 0.313073839 NA NA -0.007693882
"Iris_japonica" "NA" "non-woody" "AM" "NA" -0.223041789 0.746659713 -0.965976969 -0.450369147
"Iris_missouriensis" "Temperate" "non-woody" "NA" "NA" -0.677127177 NA NA 0.082275128
"Iris_ruthenica" "Arid" "non-woody" "NA" "NA" 0.771538639 NA NA NA
"Iris_ventricosa" "Arid" "non-woody" "NA" "NA" 0.571293056 NA NA NA
"Iris_versicolor" "NA" "non-woody" "NA" "NA" 0.224414991 -0.21153775 -0.079160298 NA
"Itea_chinensis" "Temperate" "woody" "AM" "NA" 0.756992381 -1.722882097 1.13976342 -0.49603343
"Ixeridium_gracile" "Arid" "non-woody" "NA" "NA" -0.138133855 NA NA -0.59543985
"Jasminum_fruticans" "Temperate" "woody" "NA" "NA" 0.267097758 0.101166971 -0.508966199 NA
"Jasminum_humile" "Temperate" "woody" "NA" "NA" -0.135867838 NA NA -0.081186512
"Joycea_pallida" "NA" "non-woody" "NA" "NA" -0.596046345 0.414102049 NA NA
"Juglans_mandshurica" "Continental" "woody" "AM" "NA" 0.127782567 0.021998094 0.026049634 0.120132875
